WigleWifi-1.4,appRelease=2.26,model=XT1254,release=6.0.1,device=quark,display=MCG24.251-5-5,board=APQ8084,brand=motorola
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a8:bd:27:34:2a:02,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,6,-73,43.13612161,-70.92896766,-5,3,WIFI
a8:bd:27:34:2a:00,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,6,-73,43.13612161,-70.92896766,-5,3,WIFI
44:48:c1:82:94:00,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,1,-82,43.13612161,-70.92896766,-5,3,WIFI
44:48:c1:ac:da:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,6,-86,43.13612161,-70.92896766,-5,3,WIFI
44:48:c1:ac:da:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:29,6,-87,43.13612161,-70.92896766,-5,3,WIFI
a8:bd:27:34:2a:11,UNH-Public,[ESS],2018-02-20 16:30:29,157,-76,43.13612161,-70.92896766,-5,3,WIFI
a8:bd:27:34:2a:01,UNH-Public,[ESS],2018-02-20 16:30:29,6,-70,43.13612161,-70.92896766,-5,3,WIFI
44:48:c1:82:94:01,UNH-Public,[ESS],2018-02-20 16:30:29,1,-79,43.13612161,-70.92896766,-5,3,WIFI
44:48:c1:ac:da:e1,UNH-Public,[ESS],2018-02-20 16:30:29,6,-88,43.13612161,-70.92896766,-5,3,WIFI
9a:22:64:d7:36:25,hpsetup,[IBSS],2018-02-20 16:30:29,6,-85,43.13612161,-70.92896766,-5,3,WIFI
a8:bd:27:34:24:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:32,44,-81,43.13615624,-70.92897074,-5,3,WIFI
a8:bd:27:34:24:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:32,44,-82,43.13615624,-70.92897074,-5,3,WIFI
b4:5d:50:e3:2e:a2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:32,11,-89,43.13615624,-70.92897074,-5,3,WIFI
84:00:2d:44:c6:78,99 problems but WIFI ain't one,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:30:32,11,-91,43.13615624,-70.92897074,-5,3,WIFI
a8:bd:27:34:24:11,UNH-Public,[ESS],2018-02-20 16:30:32,44,-82,43.13615624,-70.92897074,-5,3,WIFI
84:00:2d:44:c6:7a,xfinitywifi,[ESS],2018-02-20 16:30:32,11,-91,43.13615624,-70.92897074,-5,3,WIFI
84:00:2d:44:c6:7d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:30:49,11,-92,43.13630412,-70.92906536,-6,7,WIFI
84:00:2d:44:c6:7e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:30:49,11,-94,43.13630412,-70.92906536,-6,7,WIFI
b4:5d:50:e2:f6:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:49,100,-85,43.13630412,-70.92906536,-6,7,WIFI
b4:5d:50:e2:f6:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:49,100,-87,43.13630412,-70.92906536,-6,7,WIFI
b4:5d:50:e2:f6:02,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:49,1,-91,43.13630412,-70.92906536,-6,7,WIFI
b4:5d:50:e2:f6:11,UNH-Public,[ESS],2018-02-20 16:30:49,100,-85,43.13630412,-70.92906536,-6,7,WIFI
a8:bd:27:34:24:01,UNH-Public,[ESS],2018-02-20 16:30:49,11,-88,43.13630412,-70.92906536,-6,7,WIFI
b4:5d:50:e3:0f:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:51,40,-81,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e3:0f:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:51,40,-81,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e2:f8:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:51,161,-86,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e2:f8:91,UNH-Public,[ESS],2018-02-20 16:30:51,161,-77,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e3:0f:31,UNH-Public,[ESS],2018-02-20 16:30:51,40,-83,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e5:1c:31,UNH-Public,[ESS],2018-02-20 16:30:51,36,-88,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e2:ed:21,UNH-Public,[ESS],2018-02-20 16:30:51,1,-87,43.13632643,-70.92909665,-6,7,WIFI
b4:5d:50:e2:f8:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:53,161,-79,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e3:2e:b2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:53,36,-83,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e3:2e:b0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:53,36,-84,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e2:fd:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:53,11,-85,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e2:fd:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:53,11,-85,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e3:2e:b1,UNH-Public,[ESS],2018-02-20 16:30:53,36,-83,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e2:fd:41,UNH-Public,[ESS],2018-02-20 16:30:53,11,-83,43.13634747,-70.92910972,-4,6,WIFI
9a:22:64:d7:36:25,hpsetup,[IBSS],2018-02-20 16:30:53,6,-80,43.13634747,-70.92910972,-4,6,WIFI
b4:5d:50:e5:1c:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:56,36,-87,43.13638009,-70.92914489,-3,6,WIFI
b4:5d:50:e2:f8:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:56,11,-85,43.13638009,-70.92914489,-3,6,WIFI
b4:5d:50:e2:f8:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:58,161,-79,43.1364001,-70.92912792,-6,6,WIFI
9a:22:64:d7:36:25,hpsetup,[IBSS],2018-02-20 16:30:58,6,-73,43.1364001,-70.92912792,-6,6,WIFI
84:d4:7e:72:41:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:30:58,6,-89,43.1364001,-70.92912792,-6,6,WIFI
52:56:11:0d:5d:b6,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:31:08,6,-89,43.13649797,-70.9292025,-2,5,WIFI
b4:5d:50:e2:fd:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,11,-77,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:fd:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,11,-78,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:fd:41,UNH-Public,[ESS],2018-02-20 16:31:20,11,-74,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:f6:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,58,-79,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e5:1b:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,153,-80,43.13663628,-70.92943033,5,14,WIFI
84:d4:7e:75:65:b0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,100,-80,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:f6:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,58,-80,43.13663628,-70.92943033,5,14,WIFI
40:e3:d6:64:44:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,108,-81,43.13663628,-70.92943033,5,14,WIFI
84:d4:7e:75:65:b2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,100,-81,43.13663628,-70.92943033,5,14,WIFI
40:e3:d6:64:44:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,108,-82,43.13663628,-70.92943033,5,14,WIFI
84:d4:7e:75:10:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,11,-73,43.13663628,-70.92943033,5,14,WIFI
84:d4:7e:75:10:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,11,-74,43.13663628,-70.92943033,5,14,WIFI
84:00:2d:44:c6:7b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:31:20,11,-83,43.13663628,-70.92943033,5,14,WIFI
84:00:2d:44:c6:7e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:31:20,11,-84,43.13663628,-70.92943033,5,14,WIFI
84:00:2d:44:c6:7d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:31:20,11,-87,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:f6:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:20,6,-87,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:f6:d1,UNH-Public,[ESS],2018-02-20 16:31:20,58,-80,43.13663628,-70.92943033,5,14,WIFI
40:e3:d6:64:44:31,UNH-Public,[ESS],2018-02-20 16:31:20,108,-81,43.13663628,-70.92943033,5,14,WIFI
84:d4:7e:75:65:b1,UNH-Public,[ESS],2018-02-20 16:31:20,100,-81,43.13663628,-70.92943033,5,14,WIFI
84:d4:7e:75:10:41,UNH-Public,[ESS],2018-02-20 16:31:20,11,-74,43.13663628,-70.92943033,5,14,WIFI
40:e3:d6:53:ce:11,UNH-Public,[ESS],2018-02-20 16:31:20,157,-90,43.13663628,-70.92943033,5,14,WIFI
b4:5d:50:e2:f6:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,58,-73,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:f6:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,58,-73,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:f6:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,6,-79,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:f6:d1,UNH-Public,[ESS],2018-02-20 16:31:23,58,-73,43.13671474,-70.9294543,7,14,WIFI
40:e3:d6:64:38:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,5580,-80,43.13671474,-70.9294543,7,14,WIFI
40:e3:d6:64:38:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,5580,-80,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:ef:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,44,-81,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:37:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,44,-82,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:ef:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,44,-82,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:37:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,44,-83,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:2e:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,36,-83,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:2e:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,36,-84,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:f6:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,6,-77,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:ef:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,6,-81,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:2e:62,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,11,-83,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:2e:60,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,11,-84,43.13671474,-70.9294543,7,14,WIFI
84:d4:7e:75:65:a2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:23,1,-87,43.13671474,-70.9294543,7,14,WIFI
40:e3:d6:64:38:91,UNH-Public,[ESS],2018-02-20 16:31:23,5580,-80,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:37:11,UNH-Public,[ESS],2018-02-20 16:31:23,44,-81,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:ef:d1,UNH-Public,[ESS],2018-02-20 16:31:23,44,-82,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e3:2e:71,UNH-Public,[ESS],2018-02-20 16:31:23,36,-84,43.13671474,-70.9294543,7,14,WIFI
b4:5d:50:e2:f6:c1,UNH-Public,[ESS],2018-02-20 16:31:23,6,-75,43.13671474,-70.9294543,7,14,WIFI
40:e3:d6:53:87:51,UNH-Public,[ESS],2018-02-20 16:31:23,58,-91,43.13671474,-70.9294543,7,14,WIFI
84:d4:7e:75:65:a1,UNH-Public,[ESS],2018-02-20 16:31:23,1,-83,43.13671474,-70.9294543,7,14,WIFI
40:e3:d6:53:31:e1,UNH-Public,[ESS],2018-02-20 16:31:23,11,-87,43.13671474,-70.9294543,7,14,WIFI
84:d4:7e:75:61:41,UNH-Public,[ESS],2018-02-20 16:31:23,1,-88,43.13671474,-70.9294543,7,14,WIFI
84:d4:7e:75:10:41,UNH-Public,[ESS],2018-02-20 16:31:29,11,-65,43.13682506,-70.92945258,7,7,WIFI
b4:5d:50:e3:2e:62,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:29,11,-76,43.13682506,-70.92945258,7,7,WIFI
b4:5d:50:e3:2e:60,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:29,11,-76,43.13682506,-70.92945258,7,7,WIFI
00:0d:67:7c:95:bd,XFINITY,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:29,153,-77,43.13682506,-70.92945258,7,7,WIFI
84:d4:7e:79:14:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:29,108,-80,43.13682506,-70.92945258,7,7,WIFI
84:d4:7e:79:14:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:29,108,-80,43.13682506,-70.92945258,7,7,WIFI
84:d4:7e:79:14:31,UNH-Public,[ESS],2018-02-20 16:31:29,108,-81,43.13682506,-70.92945258,7,7,WIFI
b4:5d:50:e3:2e:61,UNH-Public,[ESS],2018-02-20 16:31:29,11,-79,43.13682506,-70.92945258,7,7,WIFI
40:e3:d6:53:87:51,UNH-Public,[ESS],2018-02-20 16:31:34,58,-82,43.13682087,-70.92947296,5,5,WIFI
00:0d:67:7c:95:c4,,[WPA2-PSK-CCMP][ESS],2018-02-20 16:31:34,153,-73,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e7:79:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,100,-80,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e7:79:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,100,-80,43.13682087,-70.92947296,5,5,WIFI
40:e3:d6:53:87:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,58,-83,43.13682087,-70.92947296,5,5,WIFI
84:d4:7e:75:11:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,36,-87,43.13682087,-70.92947296,5,5,WIFI
84:d4:7e:79:14:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-82,43.13682087,-70.92947296,5,5,WIFI
84:d4:7e:79:14:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-84,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e2:f0:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-85,43.13682087,-70.92947296,5,5,WIFI
40:e3:d6:53:31:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-85,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e2:f0:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-86,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e7:b0:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-86,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e7:b0:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-86,43.13682087,-70.92947296,5,5,WIFI
e8:91:20:f6:f1:9e,MOTOAFF6,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:31:34,6,-87,43.13682087,-70.92947296,5,5,WIFI
80:2a:a8:51:d9:7d,AXiD,[WPA2-PSK-CCMP][ESS],2018-02-20 16:31:34,11,-89,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e2:f8:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:31:34,11,-89,43.13682087,-70.92947296,5,5,WIFI
90:84:0d:dc:dc:23,,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:31:34,11,-90,43.13682087,-70.92947296,5,5,WIFI
00:0d:67:7c:95:c0,CoxWiFi,[ESS],2018-02-20 16:31:34,153,-72,43.13682087,-70.92947296,5,5,WIFI
00:0d:67:7c:95:be,xfinitywifi,[ESS],2018-02-20 16:31:34,153,-73,43.13682087,-70.92947296,5,5,WIFI
00:0d:67:7c:95:bf,CableWiFi,[ESS],2018-02-20 16:31:34,153,-73,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e7:79:31,UNH-Public,[ESS],2018-02-20 16:31:34,100,-81,43.13682087,-70.92947296,5,5,WIFI
40:e3:d6:67:7a:91,UNH-Public,[ESS],2018-02-20 16:31:34,48,-84,43.13682087,-70.92947296,5,5,WIFI
00:0d:67:7c:95:c7,CableWiFi,[ESS],2018-02-20 16:31:34,6,-78,43.13682087,-70.92947296,5,5,WIFI
40:e3:d6:64:44:21,UNH-Public,[ESS],2018-02-20 16:31:34,6,-83,43.13682087,-70.92947296,5,5,WIFI
84:d4:7e:79:14:21,UNH-Public,[ESS],2018-02-20 16:31:34,11,-85,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e2:f8:81,UNH-Public,[ESS],2018-02-20 16:31:34,11,-88,43.13682087,-70.92947296,5,5,WIFI
b4:5d:50:e7:b0:c1,UNH-Public,[ESS],2018-02-20 16:31:34,11,-88,43.13682087,-70.92947296,5,5,WIFI
02:2b:6b:27:24:26,HPE710n.82927A,[IBSS],2018-02-20 16:31:34,6,-89,43.13682087,-70.92947296,5,5,WIFI
84:d4:7e:79:14:21,UNH-Public,[ESS],2018-02-20 16:32:20,11,-79,43.13679629,-70.92947631,4,8,WIFI
00:0d:67:7c:95:cc,,[WPA2-PSK-CCMP][ESS],2018-02-20 16:32:20,6,-69,43.13679629,-70.92947631,4,8,WIFI
b4:5d:50:e5:16:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:20,108,-84,43.13679629,-70.92947631,4,8,WIFI
b4:5d:50:e5:16:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:20,108,-85,43.13679629,-70.92947631,4,8,WIFI
40:e3:d6:53:87:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:20,58,-81,43.13679629,-70.92947631,4,8,WIFI
b4:5d:50:e5:16:71,UNH-Public,[ESS],2018-02-20 16:32:20,108,-85,43.13679629,-70.92947631,4,8,WIFI
00:0d:67:7c:95:c6,xfinitywifi,[ESS],2018-02-20 16:32:20,6,-77,43.13679629,-70.92947631,4,8,WIFI
40:e3:d6:67:9b:71,UNH-Public,[ESS],2018-02-20 16:32:20,108,-90,43.13679629,-70.92947631,4,8,WIFI
84:d4:7e:79:14:01,UNH-Public,[ESS],2018-02-20 16:32:20,6,-86,43.13679629,-70.92947631,4,8,WIFI
40:e3:d6:53:b3:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:20,132,-81,43.13679629,-70.92947631,4,8,WIFI
00:0d:67:7c:95:c5,XFINITY,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:20,6,-74,43.13679629,-70.92947631,4,8,WIFI
40:e3:d6:53:b8:91,UNH-Public,[ESS],2018-02-20 16:32:20,52,-81,43.13679629,-70.92947631,4,8,WIFI
40:e3:d6:53:b3:31,UNH-Public,[ESS],2018-02-20 16:32:20,132,-81,43.13679629,-70.92947631,4,8,WIFI
b4:5d:50:e3:37:01,UNH-Public,[ESS],2018-02-20 16:32:20,1,-76,43.13679629,-70.92947631,4,8,WIFI
b4:5d:50:e2:ef:c1,UNH-Public,[ESS],2018-02-20 16:32:20,6,-83,43.13679629,-70.92947631,4,8,WIFI
40:e3:d6:53:ce:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,157,-81,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:60:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,48,-81,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:60:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,48,-81,43.1367948,-70.92947659,4,5,WIFI
40:e3:d6:61:62:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,36,-82,43.1367948,-70.92947659,4,5,WIFI
40:e3:d6:67:7a:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,48,-82,43.1367948,-70.92947659,4,5,WIFI
40:e3:d6:67:7a:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,48,-82,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:11:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,36,-82,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:11:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,36,-83,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:11:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,1,-82,43.1367948,-70.92947659,4,5,WIFI
40:e3:d6:53:ce:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:31,157,-91,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:60:11,UNH-Public,[ESS],2018-02-20 16:32:31,48,-80,43.1367948,-70.92947659,4,5,WIFI
40:e3:d6:53:ce:11,UNH-Public,[ESS],2018-02-20 16:32:31,157,-81,43.1367948,-70.92947659,4,5,WIFI
84:d4:7e:75:11:f1,UNH-Public,[ESS],2018-02-20 16:32:31,36,-83,43.1367948,-70.92947659,4,5,WIFI
fa:8f:ca:62:f7:97,Dorm room  Speaker.o,[ESS],2018-02-20 16:32:31,6,-92,43.1367948,-70.92947659,4,5,WIFI
40:e3:d6:64:33:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:51,132,-81,43.13681564,-70.92944738,7,9,WIFI
b4:5d:50:e2:ef:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:51,6,-78,43.13681564,-70.92944738,7,9,WIFI
22:f5:43:58:ba:58,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:32:51,1,-85,43.13681564,-70.92944738,7,9,WIFI
a8:bd:27:34:2d:91,UNH-Public,[ESS],2018-02-20 16:32:51,149,-90,43.13681564,-70.92944738,7,9,WIFI
40:e3:d6:53:89:b0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:59,58,-81,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:64:50:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:59,149,-81,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:53:89:b2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:59,58,-81,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:67:9b:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:59,108,-89,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:53:31:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:59,11,-82,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:53:b3:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:32:59,132,-90,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:53:89:b1,UNH-Public,[ESS],2018-02-20 16:32:59,58,-81,43.13681846,-70.92944508,6,5,WIFI
40:e3:d6:67:9b:71,UNH-Public,[ESS],2018-02-20 16:32:59,108,-82,43.13681846,-70.92944508,6,5,WIFI
b4:5d:50:e3:2e:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:18,36,-77,43.1367668,-70.92957275,-1,3,WIFI
40:e3:d6:67:94:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:18,100,-80,43.1367668,-70.92957275,-1,3,WIFI
6a:37:e9:52:91:0f,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:33:18,36,-83,43.1367668,-70.92957275,-1,3,WIFI
84:d4:7e:79:14:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:26,11,-76,43.13671034,-70.9296466,-1,3,WIFI
84:d4:7e:79:14:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:26,5580,-81,43.13671034,-70.9296466,-1,3,WIFI
84:d4:7e:79:14:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:26,5580,-81,43.13671034,-70.9296466,-1,3,WIFI
40:e3:d6:56:5b:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:26,132,-81,43.13671034,-70.9296466,-1,3,WIFI
84:d4:7e:79:14:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:26,11,-74,43.13671034,-70.9296466,-1,3,WIFI
96:57:a5:0e:46:70,DIRECT-70-HP PageWide Pro 577,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:33:26,6,-76,43.13671034,-70.9296466,-1,3,WIFI
b4:5d:50:e5:1b:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:33:26,6,-88,43.13671034,-70.9296466,-1,3,WIFI
b0:a7:37:95:57:8d,,[WPA2-PSK-CCMP][WPS][ESS][P2P],2018-02-20 16:33:26,1,-91,43.13671034,-70.9296466,-1,3,WIFI
